REF_DATE,GEO,GEO_CODE,DWELLING_TYPE,INTENDED_MARKET,HOUSING_STARTS,AVERAGE_PRICE_CAD,DATA_SOURCE,REPORTING_AGENCY,LAST_UPDATED,SURVEY_METHOD,GEOGRAPHY_TYPE,UOM,SCALAR_FACTOR,STATUS,DECIMALS,_record_id,_rule_id,_rule_name,_dimension,_cde,_severity,_failure_reason,_remediation,_flagged_at
2021-05,Manitoba,MB,Single-Detached,Condominium,334.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-05-15,Modelled Estimate,Province/Territory,Units,units,,0,6063,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-05,Newfoundland and Labrador,NL,Row House,Rental,0.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-05-15,Administrative Data,Province/Territory,Units,units,,0,6128,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-06,Quebec,QC,Semi-Detached,Homeowner,967.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-06-15,Modelled Estimate,Province/Territory,Units,units,,0,6199,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-07,British Columbia,BC,Single-Detached,Condominium,603.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-07-15,Modelled Estimate,Province/Territory,Units,units,,0,6318,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-07,Saskatchewan,SK,Single-Detached,Condominium,0.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-07-15,Direct Survey,Province/Territory,Units,units,,0,6378,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-07,Newfoundland and Labrador,NL,Apartment - Under 5 storeys,Rental,249.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-07-15,Direct Survey,Province/Territory,Units,units,,0,6434,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-08,Alberta,AB,Semi-Detached,Condominium,471.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-08-15,Administrative Data,Province/Territory,Units,units,,0,6486,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-09,Alberta,AB,Single-Detached,Rental,,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-09-15,Direct Survey,Province/Territory,Units,units,,0,6632,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-09,New Brunswick,NB,Semi-Detached,Condominium,63.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-09-15,Administrative Data,Province/Territory,Units,units,,0,6711,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-10,Ontario,ON,Apartment - 5+ storeys,Condominium,991.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-10-15,Direct Survey,Province/Territory,Units,units,E,0,6762,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-10,Manitoba,MB,Apartment - 5+ storeys,Condominium,0.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-10-15,Modelled Estimate,Province/Territory,Units,units,,0,6822,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-10,New Brunswick,NB,Semi-Detached,Homeowner,341.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-10-15,Direct Survey,Province/Territory,Units,units,E,0,6859,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-11,Alberta,AB,Row House,Condominium,152.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-11-15,Administrative Data,Province/Territory,Units,units,,0,6939,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-11,Nova Scotia,NS,Apartment - 5+ storeys,Condominium,535.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-11-15,Modelled Estimate,Province/Territory,Units,units,,0,7002,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-11,Prince Edward Island,PE,Row House,Homeowner,251.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-11-15,Administrative Data,Province/Territory,Units,units,,0,7042,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-12,Ontario,ON,Apartment - 5+ storeys,Condominium,-935.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-12-15,Modelled Estimate,Province/Territory,Units,units,,0,7062,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-12,Saskatchewan,SK,Semi-Detached,Condominium,95.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-12-15,Direct Survey,Province/Territory,Units,units,E,0,7131,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-12,Saskatchewan,SK,Row House,Rental,250.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-12-15,Modelled Estimate,Province/Territory,Units,units,,0,7133,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-12,Nova Scotia,NS,Semi-Detached,Rental,170.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-12-15,Administrative Data,Province/Territory,Units,units,,0,7145,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2021-12,Prince Edward Island,PE,Semi-Detached,Rental,-240.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-12-15,Administrative Data,Province/Territory,Units,units,,0,7190,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-01,Alberta,AB,Apartment - 5+ storeys,Homeowner,394.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-01-15,Modelled Estimate,Province/Territory,Units,units,,0,7240,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-02,Prince Edward Island,PE,Single-Detached,Rental,394.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-02-15,Modelled Estimate,Province/Territory,Units,units,,0,7487,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-03,Ontario,ON,Semi-Detached,Rental,610.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-03-15,Direct Survey,Province/Territory,Units,units,,0,7505,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-03,Manitoba,MB,Row House,Condominium,119.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-03-15,Direct Survey,Province/Territory,Units,units,E,0,7569,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-06,Quebec,QC,Apartment - 5+ storeys,Homeowner,-650.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-06-15,Modelled Estimate,Province/Territory,Units,units,,0,8005,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-07,Quebec,QC,Row House,Homeowner,564.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-07-15,Administrative Data,Province/Territory,Units,units,,0,8152,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-07,Nova Scotia,NS,Apartment - Under 5 storeys,Rental,3.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-07-15,Modelled Estimate,Province/Territory,Units,units,,0,8204,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-07,Prince Edward Island,PE,Single-Detached,Rental,293.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-07-15,Administrative Data,Province/Territory,Units,units,,0,8237,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-08,New Brunswick,NB,Row House,Rental,298.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-08-15,Modelled Estimate,Province/Territory,Units,units,,0,8363,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-08,Prince Edward Island,PE,Apartment - 5+ storeys,Rental,247.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-08-15,Direct Survey,Province/Territory,Units,units,E,0,8396,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-09,Quebec,QC,Apartment - 5+ storeys,Condominium,492.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-09-15,Modelled Estimate,Province/Territory,Units,units,,0,8457,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-10,Alberta,AB,Apartment - 5+ storeys,Condominium,578.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-10-15,Administrative Data,Province/Territory,Units,units,,0,8592,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-10,Manitoba,MB,Apartment - Under 5 storeys,Homeowner,253.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-10-15,Administrative Data,Province/Territory,Units,units,,0,8623,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-10,Saskatchewan,SK,Apartment - Under 5 storeys,Homeowner,180.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-10-15,Direct Survey,Province/Territory,Units,units,,0,8638,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-11,Alberta,AB,Single-Detached,Homeowner,391.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-11-15,Administrative Data,Province/Territory,Units,units,,0,8731,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-12,Alberta,AB,Apartment - 5+ storeys,Condominium,291.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-12-15,Modelled Estimate,Province/Territory,Units,units,,0,8892,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2022-12,Manitoba,MB,Row House,Rental,255.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2022-12-15,Administrative Data,Province/Territory,Units,units,,0,8918,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-01,Saskatchewan,SK,Apartment - Under 5 storeys,Condominium,338.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-01-15,Modelled Estimate,Province/Territory,Units,units,,0,9090,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-02,Saskatchewan,SK,Row House,Homeowner,122.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-02-15,Direct Survey,Province/Territory,Units,units,,0,9232,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-02,Prince Edward Island,PE,Apartment - Under 5 storeys,Rental,,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-02-15,Direct Survey,Province/Territory,Units,units,,0,9299,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-03,British Columbia,BC,Row House,Rental,535.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-03-15,Modelled Estimate,Province/Territory,Units,units,,0,9323,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-03,New Brunswick,NB,Apartment - 5+ storeys,Homeowner,0.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-03-15,Modelled Estimate,Province/Territory,Units,units,,0,9415,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-03,Newfoundland and Labrador,NL,Semi-Detached,Homeowner,234.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-03-15,Modelled Estimate,Province/Territory,Units,units,E,0,9424,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-04,Manitoba,MB,Apartment - 5+ storeys,Condominium,77.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-04-15,Administrative Data,Province/Territory,Units,units,E,0,9522,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-05,Manitoba,MB,Single-Detached,Homeowner,373.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-05-15,Direct Survey,Province/Territory,Units,units,,0,9661,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-06,Saskatchewan,SK,Single-Detached,Condominium,257.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-06-15,Modelled Estimate,Province/Territory,Units,units,E,0,9828,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-06,Saskatchewan,SK,Semi-Detached,Condominium,427.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-06-15,Direct Survey,Province/Territory,Units,units,,0,9831,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-06,Saskatchewan,SK,Row House,Homeowner,234.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-06-15,Administrative Data,Province/Territory,Units,units,,0,9832,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-07,Nova Scotia,NS,Apartment - Under 5 storeys,Homeowner,0.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-07-15,Direct Survey,Province/Territory,Units,units,,0,10003,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-08,Alberta,AB,Single-Detached,Rental,611.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-08-15,Modelled Estimate,Province/Territory,Units,units,,0,10082,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-08,Quebec,QC,Apartment - Under 5 storeys,Condominium,690.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-08-15,Direct Survey,Province/Territory,Units,units,E,0,10110,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-08,Nova Scotia,NS,Row House,Condominium,367.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-08-15,Modelled Estimate,Province/Territory,Units,units,E,0,10149,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-08,Prince Edward Island,PE,Semi-Detached,Rental,432.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-08-15,Direct Survey,Province/Territory,Units,units,,0,10190,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-09,British Columbia,BC,Row House,Homeowner,697.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-09-15,Direct Survey,Province/Territory,Units,units,,0,10222,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-09,Quebec,QC,Single-Detached,Homeowner,820.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-09-15,Administrative Data,Province/Territory,Units,units,,0,10246,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-11,Alberta,AB,Row House,Rental,737.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-11-15,Direct Survey,Province/Territory,Units,units,E,0,10538,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-12,Manitoba,MB,Semi-Detached,Rental,264.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-12-15,Direct Survey,Province/Territory,Units,units,,0,10715,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-12,New Brunswick,NB,Apartment - Under 5 storeys,Condominium,275.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-12-15,Direct Survey,Province/Territory,Units,units,,0,10770,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-12,Prince Edward Island,PE,Row House,Rental,216.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-12-15,Modelled Estimate,Province/Territory,Units,units,,0,10793,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2023-12,Prince Edward Island,PE,Apartment - Under 5 storeys,Rental,164.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2023-12-15,Direct Survey,Province/Territory,Units,units,,0,10799,DQ-003,Average Price Completeness,Completeness,AVERAGE_PRICE_CAD,Medium,AVERAGE_PRICE_CAD must not be NULL on non-suppressed records.,Escalate to Data Steward. Re-run price survey aggregation for affected period/geography.,2026-04-08 23:46
2018-01,Quebec,QC,Apartment - 5+ storeys,Rental,412.0,-398674.3062275392,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-01-15,Direct Survey,Province/Territory,Units,units,,0,56,DQ-004,Average Price Non-Negative,Validity,AVERAGE_PRICE_CAD,Critical,AVERAGE_PRICE_CAD must be > 0. Negative prices are invalid.,Root cause: sign-flip error during CPI adjustment. Remediation: take absolute value and reprocess through price adjustment pipeline.,2026-04-08 23:46
2018-01,Manitoba,MB,Apartment - Under 5 storeys,Homeowner,238.0,-389091.1435888655,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-01-15,Administrative Data,Province/Territory,Units,units,,0,73,DQ-004,Average Price Non-Negative,Validity,AVERAGE_PRICE_CAD,Critical,AVERAGE_PRICE_CAD must be > 0. Negative prices are invalid.,Root cause: sign-flip error during CPI adjustment. Remediation: take absolute value and reprocess through price adjustment pipeline.,2026-04-08 23:46
2018-01,Saskatchewan,SK,Semi-Detached,Homeowner,479.0,-373691.64604558935,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-01-15,Direct Survey,Province/Territory,Units,units,E,0,79,DQ-004,Average Price Non-Negative,Validity,AVERAGE_PRICE_CAD,Critical,AVERAGE_PRICE_CAD must be > 0. Negative prices are invalid.,Root cause: sign-flip error during CPI adjustment. Remediation: take absolute value and reprocess through price adjustment pipeline.,2026-04-08 23:46
2018-01,Saskatchewan,SK,Apartment - Under 5 storeys,Rental,201.0,-422676.7038578658,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-01-15,Administrative Data,Province/Territory,Units,units,,0,89,DQ-004,Average Price Non-Negative,Validity,AVERAGE_PRICE_CAD,Critical,AVERAGE_PRICE_CAD must be > 0. Negative prices are invalid.,Root cause: sign-flip error during CPI adjustment. Remediation: take absolute value and reprocess through price adjustment pipeline.,2026-04-08 23:46
2018-02,Manitoba,MB,Semi-Detached,Condominium,22.0,-248038.39111199495,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-02-15,Administrative Data,Province/Territory,Units,units,,0,216,DQ-004,Average Price Non-Negative,Validity,AVERAGE_PRICE_CAD,Critical,AVERAGE_PRICE_CAD must be > 0. Negative prices are invalid.,Root cause: sign-flip error during CPI adjustment. Remediation: take absolute value and reprocess through price adjustment pipeline.,2026-04-08 23:46
